mc,mn,quarterbeats,quarterbeats_all_endings,duration_qb,mc_onset,mn_onset,timesig,staff,voice,duration,nominal_duration,scalar,tied,tpc,midi,name,octave,chord_id,color,time,dur,player,capped,conflicting
17,17,242/3,242/3,0.3333333333333333,2/3,2/3,4/4,1,1,1/12,1/8,2/3,,2,62,D4,4,170,,33.416666666666686,0,1,False,False
17,17,81,81,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,176,,33.58333333333335,0,0,True,False
17,17,81,81,0.6666666666666666,3/4,3/4,4/4,1,1,1/6,1/4,2/3,,2,62,D4,4,171,,33.58333333333335,0,1,False,False
17,17,245/3,245/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,,3,69,A4,4,172,,33.916666666666686,0,0,False,False
18,18,82,82,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,43,G2,2,180,,34.08333333333335,0,3,True,False
18,18,248/3,248/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,3,69,A4,4,177,,34.416666666666686,0,0,False,False
18,18,83,83,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,181,,34.58333333333335,0,3,True,False
18,18,251/3,251/3,0.3333333333333333,5/12,5/12,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,178,,34.916666666666686,0,2,False,False
18,18,84,84,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,1,43,G2,2,182,,35.08333333333335,0,3,True,False
18,18,85,85,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,183,,35.58333333333335,0,3,True,False
18,18,85,85,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,2,62,D4,4,179,,35.58333333333335,0,1,False,False
19,19,86,86,1.0,0,0,4/4,2,1,1/4,1/4,1,,2,38,D2,2,190,,36.08333333333335,0,0,True,False
19,19,86,86,0.6666666666666666,0,0,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,184,,36.08333333333335,0,0,False,False
19,19,260/3,260/3,0.6666666666666666,1/6,1/6,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,185,,36.416666666666686,0,0,False,False
19,19,87,87,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,2,38,D2,2,191,,36.58333333333335,0,0,True,False
19,19,262/3,262/3,0.6666666666666666,1/3,1/3,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,186,,36.750000000000014,0,0,False,False
19,19,88,88,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,2,38,D2,2,192,,37.08333333333335,0,0,True,False
19,19,88,88,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,187,,37.08333333333335,0,0,False,False
19,19,266/3,266/3,0.6666666666666666,2/3,2/3,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,188,,37.416666666666686,0,0,False,False
19,19,89,89,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,38,D2,2,193,,37.58333333333335,0,0,True,False
19,19,268/3,268/3,0.6666666666666666,5/6,5/6,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,189,,37.750000000000014,0,0,False,False
20,20,90,90,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,40,E2,2,199,,38.08333333333335,0,1,True,False
20,20,90,90,0.6666666666666666,0,0,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,194,,38.08333333333335,0,0,False,False
20,20,272/3,272/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,195,,38.416666666666686,0,2,False,False
20,20,91,91,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,4,40,E2,2,200,,38.58333333333335,0,1,True,False
20,20,92,92,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,4,40,E2,2,201,,39.08333333333335,0,1,True,False
20,20,278/3,278/3,0.3333333333333333,2/3,2/3,4/4,1,1,1/12,1/8,2/3,,2,62,D4,4,196,,39.416666666666686,0,1,False,False
20,20,93,93,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,40,E2,2,202,,39.58333333333335,0,1,True,False
20,20,93,93,0.6666666666666666,3/4,3/4,4/4,1,1,1/6,1/4,2/3,,2,62,D4,4,197,,39.58333333333335,0,1,False,False
20,20,281/3,281/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,,3,69,A4,4,198,,39.916666666666686,0,0,False,False
21,21,94,94,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,48,C3,3,208,,40.08333333333335,0,0,True,False
21,21,94,94,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,208,,40.08333333333335,0,3,False,False
21,21,284/3,284/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,3,69,A4,4,203,,40.416666666666686,0,0,False,False
21,21,95,95,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,209,,40.58333333333335,0,0,True,False
21,21,95,95,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,4,52,E3,3,209,,40.58333333333335,0,3,False,False
21,21,287/3,287/3,0.3333333333333333,5/12,5/12,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,204,,40.916666666666686,0,2,False,False
21,21,96,96,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,48,C3,3,210,,41.08333333333335,0,0,True,False
21,21,96,96,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,4,52,E3,3,210,,41.08333333333335,0,3,False,False
21,21,290/3,290/3,0.3333333333333333,2/3,2/3,4/4,1,1,1/12,1/8,2/3,,2,62,D4,4,205,,41.416666666666686,0,1,False,False
21,21,97,97,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,211,,41.58333333333335,0,0,True,False
21,21,97,97,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,52,E3,3,211,,41.58333333333335,0,3,False,False
21,21,97,97,0.6666666666666666,3/4,3/4,4/4,1,1,1/6,1/4,2/3,,2,62,D4,4,206,,41.58333333333335,0,1,False,False
21,21,293/3,293/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,,3,69,A4,4,207,,41.916666666666686,0,1,False,False
22,22,98,98,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,43,G2,2,215,,42.08333333333335,0,3,True,False
22,22,98,98,1.0,0,0,4/4,2,1,1/4,1/4,1,,5,47,B2,2,215,,42.08333333333335,0,4,True,False
22,22,296/3,296/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,3,69,A4,4,212,,42.416666666666686,0,1,False,False
22,22,99,99,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,216,,42.58333333333335,0,3,True,False
22,22,99,99,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,5,47,B2,2,216,,42.58333333333335,0,4,True,False
22,22,299/3,299/3,0.3333333333333333,5/12,5/12,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,213,,42.916666666666686,0,2,False,False
22,22,100,100,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,1,43,G2,2,217,,43.08333333333335,0,3,True,False
22,22,100,100,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,5,47,B2,2,217,,43.08333333333335,0,4,True,False
22,22,101,101,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,218,,43.58333333333335,0,3,True,False
22,22,101,101,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,5,47,B2,2,218,,43.58333333333335,0,4,True,False
22,22,101,101,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,2,62,D4,4,214,,43.58333333333335,0,1,False,False
23,23,102,102,1.0,0,0,4/4,2,1,1/4,1/4,1,,2,38,D2,2,225,,44.08333333333335,0,0,True,False
23,23,102,102,1.0,0,0,4/4,2,1,1/4,1/4,1,,6,42,F#2,2,225,,44.08333333333335,0,5,True,False
23,23,102,102,0.6666666666666666,0,0,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,219,,44.08333333333335,0,1,False,False
23,23,308/3,308/3,0.6666666666666666,1/6,1/6,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,220,,44.416666666666686,0,1,False,False
23,23,103,103,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,2,38,D2,2,226,,44.58333333333335,0,0,True,False
23,23,103,103,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,6,42,F#2,2,226,,44.58333333333335,0,5,True,False
23,23,310/3,310/3,0.6666666666666666,1/3,1/3,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,221,,44.750000000000014,0,1,False,False
23,23,104,104,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,2,38,D2,2,227,,45.08333333333335,0,0,True,False
23,23,104,104,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,6,42,F#2,2,227,,45.08333333333335,0,5,True,False
23,23,104,104,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,222,,45.08333333333335,0,1,False,False
23,23,314/3,314/3,0.6666666666666666,2/3,2/3,4/4,1,1,1/6,1/4,2/3,,1,67,G4,4,223,,45.416666666666686,0,4,False,False
23,23,105,105,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,38,D2,2,228,,45.58333333333335,0,0,True,False
23,23,105,105,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,6,42,F#2,2,228,,45.58333333333335,0,5,True,False
23,23,316/3,316/3,0.6666666666666666,5/6,5/6,4/4,1,1,1/6,1/4,2/3,,6,66,F#4,4,224,,45.750000000000014,0,0,False,False
24,24,106,106,2.0,0,0,4/4,2,1,1/2,1/2,1,,4,40,E2,2,236,,46.08333333333335,0,1,True,False
24,24,106,106,2.0,0,0,4/4,2,1,1/2,1/2,1,,1,43,G2,2,236,,46.08333333333335,0,3,True,False
24,24,106,106,0.6666666666666666,0,0,4/4,1,1,1/6,1/4,2/3,,6,66,F#4,4,229,,46.08333333333335,0,0,False,False
24,24,320/3,320/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,230,,46.416666666666686,0,2,False,False
24,24,322/3,322/3,0.3333333333333333,1/3,1/3,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,231,,46.75000000000002,0,2,False,False
24,24,323/3,323/3,0.3333333333333333,5/12,5/12,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,232,,46.916666666666686,0,2,False,False
24,24,108,108,2.0,1/2,1/2,4/4,2,1,1/2,1/2,1,,4,40,E2,2,237,,47.08333333333335,0,1,True,False
24,24,108,108,2.0,1/2,1/2,4/4,2,1,1/2,1/2,1,,1,43,G2,2,237,,47.08333333333335,0,3,True,False
24,24,108,108,0.3333333333333333,1/2,1/2,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,233,,47.08333333333335,0,2,False,False
24,24,325/3,325/3,0.3333333333333333,7/12,7/12,4/4,1,1,1/12,1/8,2/3,,4,64,E4,4,234,,47.250000000000014,0,2,False,False
24,24,109,109,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,4,64,E4,4,235,,47.58333333333335,0,2,False,False
25,25,110,110,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,36,C2,2,242,,48.08333333333335,0,0,True,False
25,25,110,110,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,48,C3,3,242,,48.08333333333335,0,0,True,False
25,25,110,110,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,52,E3,3,242,,48.08333333333335,0,3,False,False
25,25,110,110,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,64,E4,4,238,,48.08333333333335,0,2,False,False
25,25,111,111,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,1,67,G4,4,239,,48.58333333333335,0,4,False,False
25,25,112,112,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,0,72,C5,5,240,,49.08333333333335,0,2,False,False
25,25,113,113,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,36,C2,2,243,,49.58333333333335,0,0,True,False
25,25,113,113,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,243,,49.58333333333335,0,0,True,False
25,25,113,113,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,52,E3,3,243,,49.58333333333335,0,3,False,False
25,25,113,113,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,5,71,B4,4,241,,49.58333333333335,0,1,False,False
26,26,114,114,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,43,G2,2,248,,50.08333333333335,0,3,True,False
26,26,114,114,1.0,0,0,4/4,2,1,1/4,1/4,1,,5,47,B2,2,248,,50.08333333333335,0,4,True,False
26,26,114,114,1.0,0,0,4/4,1,1,1/4,1/4,1,,2,62,D4,4,244,,50.08333333333335,0,1,False,False
26,26,115,115,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,1,67,G4,4,245,,50.58333333333335,0,4,False,False
26,26,116,116,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,1,43,G2,2,249,,51.08333333333335,0,3,True,False
26,26,116,116,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,5,47,B2,2,249,,51.08333333333335,0,4,True,False
26,26,116,116,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,2,50,D3,3,249,,51.08333333333335,0,2,False,False
26,26,116,116,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,1,55,G3,3,249,,51.08333333333335,0,5,False,False
26,26,116,116,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,4,76,E5,5,246,,51.08333333333335,0,2,False,False
26,26,117,117,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,2,74,D5,5,247,,51.58333333333335,0,1,False,False
27,27,118,118,1.0,0,0,4/4,2,1,1/4,1/4,1,,2,50,D3,3,255,,52.08333333333335,0,2,False,False
27,27,118,118,1.0,0,0,4/4,2,1,1/4,1/4,1,,6,54,F#3,3,255,,52.08333333333335,0,3,True,False
27,27,118,118,1.0,0,0,4/4,1,1,1/4,1/4,1,,6,66,F#4,4,250,,52.08333333333335,0,0,False,False
27,27,119,119,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,3,69,A4,4,251,,52.58333333333335,0,0,False,False
27,27,120,120,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,2,74,D5,5,252,,53.08333333333335,0,1,False,False
27,27,121,121,0.6666666666666666,3/4,3/4,4/4,2,1,1/6,1/4,2/3,,2,50,D3,3,256,,53.58333333333335,0,2,False,False
27,27,121,121,0.6666666666666666,3/4,3/4,4/4,2,1,1/6,1/4,2/3,,6,54,F#3,3,256,,53.58333333333335,0,3,True,False
27,27,121,121,0.6666666666666666,3/4,3/4,4/4,1,1,1/6,1/4,2/3,,0,72,C5,5,253,,53.58333333333335,0,2,False,False
27,27,365/3,365/3,0.3333333333333333,11/12,11/12,4/4,2,1,1/12,1/8,2/3,1,4,52,E3,3,257,,53.916666666666686,0,3,False,False
27,27,365/3,365/3,0.3333333333333333,11/12,11/12,4/4,2,1,1/12,1/8,2/3,1,1,55,G3,3,257,,53.916666666666686,0,5,False,False
27,27,365/3,365/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,1,0,72,C5,5,254,,53.916666666666686,0,2,False,False
28,28,122,122,1.0,0,0,4/4,2,1,1/4,1/4,1,-1,4,52,E3,3,262,,54.08333333333335,0,3,False,False
28,28,122,122,1.0,0,0,4/4,2,1,1/4,1/4,1,-1,1,55,G3,3,262,,54.08333333333335,0,5,False,False
28,28,122,122,0.3333333333333333,0,0,4/4,1,1,1/12,1/8,2/3,-1,0,72,C5,5,258,,54.08333333333335,0,2,False,False
28,28,367/3,367/3,0.6666666666666666,1/12,1/12,4/4,1,1,1/6,1/4,2/3,1,5,71,B4,4,259,,54.250000000000014,0,1,False,False
28,28,123,123,2.0,1/4,1/4,4/4,1,1,1/2,1/2,1,-1,5,71,B4,4,260,,54.58333333333335,0,1,False,False
28,28,125,125,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,263,,55.58333333333335,0,3,True,False
28,28,125,125,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,4,52,E3,3,263,,55.58333333333335,0,3,False,False
28,28,125,125,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,6,66,F#4,4,261,,55.58333333333335,0,0,False,False
29,29,126,126,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,48,C3,3,268,,56.08333333333335,0,0,True,False
29,29,126,126,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,64,E4,4,264,,56.08333333333335,0,2,False,False
29,29,127,127,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,36,C2,2,269,,56.58333333333335,0,4,True,False
29,29,127,127,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,269,,56.58333333333335,0,0,True,False
29,29,127,127,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,1,67,G4,4,265,,56.58333333333335,0,4,False,False
29,29,128,128,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,48,C3,3,270,,57.08333333333335,0,0,True,False
29,29,128,128,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,0,72,C5,5,266,,57.08333333333335,0,2,False,False
29,29,129,129,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,36,C2,2,271,,57.58333333333335,0,4,True,False
29,29,129,129,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,271,,57.58333333333335,0,0,True,False
29,29,129,129,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,5,71,B4,4,267,,57.58333333333335,0,1,False,False
30,30,130,130,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,55,G3,3,276,,58.08333333333335,0,5,False,False
30,30,130,130,1.0,0,0,4/4,1,1,1/4,1/4,1,,2,62,D4,4,272,,58.08333333333335,0,1,False,False
30,30,131,131,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,277,,58.58333333333335,0,3,True,False
30,30,131,131,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,277,,58.58333333333335,0,5,False,False
30,30,131,131,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,1,67,G4,4,273,,58.58333333333335,0,4,False,False
30,30,132,132,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,1,55,G3,3,278,,59.08333333333335,0,5,False,False
30,30,132,132,1.0,1/2,1/2,4/4,1,1,1/4,1/4,1,,4,76,E5,5,274,,59.08333333333335,0,2,False,False
30,30,133,133,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,279,,59.58333333333335,0,3,True,False
30,30,133,133,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,1,55,G3,3,279,,59.58333333333335,0,5,False,False
30,30,133,133,1.0,3/4,3/4,4/4,1,1,1/4,1/4,1,,2,74,D5,5,275,,59.58333333333335,0,1,False,False
31,31,134,134,1.0,0,0,4/4,2,1,1/4,1/4,1,,2,38,D2,2,283,,60.08333333333335,0,0,True,False
31,31,134,134,1.0,0,0,4/4,1,1,1/4,1/4,1,,6,66,F#4,4,280,,60.08333333333335,0,0,False,False
31,31,135,135,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,2,38,D2,2,284,,60.58333333333335,0,0,True,False
31,31,135,135,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,3,45,A2,2,284,,60.58333333333335,0,4,True,False
31,31,135,135,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,3,69,A4,4,281,,60.58333333333335,0,1,False,False
31,31,136,136,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,2,38,D2,2,285,,61.08333333333335,0,0,True,False
31,31,136,136,2.0,1/2,1/2,4/4,1,1,1/2,1/2,1,1,2,74,D5,5,282,,61.08333333333335,1,1,False,False
31,31,137,137,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,38,D2,2,286,,61.58333333333335,0,0,True,False
31,31,137,137,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,3,45,A2,2,286,,61.58333333333335,0,4,True,False
31,31,137,137,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,50,D3,3,286,,61.58333333333335,0,2,False,False
32,32,138,138,2.0,0,0,4/4,2,1,1/2,1/2,1,,2,38,D2,2,291,,62.08333333333335,0,0,True,False
32,32,138,138,2.0,0,0,4/4,2,1,1/2,1/2,1,,3,45,A2,2,291,,62.08333333333335,0,4,True,False
32,32,138,138,2.0,0,0,4/4,2,1,1/2,1/2,1,,2,50,D3,3,291,,62.08333333333335,0,2,False,False
32,32,138,138,2.0,0,0,4/4,1,1,1/2,1/2,1,-1,2,74,D5,5,287,,62.08333333333335,1,4,False,False
32,32,140,140,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,5,59,B3,3,288,,63.08333333333335,0,3,False,False
32,32,140,140,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,5,71,B4,4,288,,63.08333333333335,0,1,False,False
32,32,422/3,422/3,0.6666666666666666,2/3,2/3,4/4,1,1,1/6,1/4,2/3,,5,59,B3,3,289,,63.416666666666686,0,3,False,False
32,32,422/3,422/3,0.6666666666666666,2/3,2/3,4/4,1,1,1/6,1/4,2/3,,5,71,B4,4,289,,63.416666666666686,0,1,False,False
32,32,424/3,424/3,0.6666666666666666,5/6,5/6,4/4,1,1,1/6,1/4,2/3,,4,64,E4,4,290,,63.75000000000002,0,2,False,False
32,32,424/3,424/3,0.6666666666666666,5/6,5/6,4/4,1,1,1/6,1/4,2/3,,4,76,E5,5,290,,63.75000000000002,0,5,False,False
33,33,142,142,1.0,0,0,4/4,2,1,1/4,1/4,1,,0,48,C3,3,298,,64.08333333333336,0,0,True,False
33,33,142,142,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,64,E4,4,292,,64.08333333333336,0,2,False,False
33,33,142,142,1.0,0,0,4/4,1,1,1/4,1/4,1,,4,76,E5,5,292,,64.08333333333336,0,5,False,False
33,33,143,143,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,299,,64.58333333333336,0,0,True,False
33,33,143,143,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,4,76,E5,5,293,,64.58333333333336,0,5,False,False
33,33,144,144,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,0,48,C3,3,300,,65.08333333333336,0,0,True,False
33,33,144,144,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,4,76,E5,5,294,,65.08333333333336,0,5,False,False
33,33,434/3,434/3,0.3333333333333333,2/3,2/3,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,295,,65.41666666666669,0,1,False,False
33,33,145,145,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,0,48,C3,3,301,,65.58333333333336,0,0,True,False
33,33,145,145,0.6666666666666666,3/4,3/4,4/4,1,1,1/6,1/4,2/3,,5,71,B4,4,296,,65.58333333333336,0,1,False,False
33,33,437/3,437/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,297,,65.91666666666669,0,4,False,False
34,34,146,146,1.0,0,0,4/4,2,1,1/4,1/4,1,,2,50,D3,3,310,,66.08333333333336,0,2,False,False
34,34,146,146,1.0,0,0,4/4,1,1,1/4,1/4,1,,2,74,D5,5,302,,66.08333333333336,0,4,False,False
34,34,147,147,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,2,50,D3,3,311,,66.58333333333336,0,2,False,False
34,34,147,147,1.0,1/4,1/4,4/4,1,1,1/4,1/4,1,,3,69,A4,4,303,,66.58333333333336,0,1,False,False
34,34,148,148,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,2,50,D3,3,312,,67.08333333333336,0,2,False,False
34,34,148,148,0.3333333333333333,1/2,1/2,4/4,1,1,1/12,1/8,2/3,,0,72,C5,5,304,,67.08333333333336,0,2,False,False
34,34,445/3,445/3,0.3333333333333333,7/12,7/12,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,305,,67.25000000000003,0,4,False,False
34,34,446/3,446/3,0.3333333333333333,2/3,2/3,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,306,,67.4166666666667,0,4,False,False
34,34,149,149,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,2,50,D3,3,313,,67.58333333333337,0,2,False,False
34,34,149,149,0.3333333333333333,3/4,3/4,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,307,,67.58333333333337,0,4,False,False
34,34,448/3,448/3,0.3333333333333333,5/6,5/6,4/4,1,1,1/12,1/8,2/3,,0,72,C5,5,308,,67.75000000000004,0,2,False,False
34,34,449/3,449/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,,0,72,C5,5,309,,67.91666666666671,0,2,False,False
35,35,150,150,1.0,0,0,4/4,2,1,1/4,1/4,1,,1,43,G2,2,322,,68.08333333333339,0,3,True,False
35,35,150,150,0.6666666666666666,0,0,4/4,1,1,1/6,1/4,2/3,,0,72,C5,5,314,,68.08333333333339,0,2,False,False
35,35,452/3,452/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,315,,68.41666666666671,0,1,False,False
35,35,151,151,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,1,43,G2,2,323,,68.58333333333339,0,3,True,False
35,35,152,152,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,6,42,F#2,2,324,,69.08333333333339,0,5,True,False
35,35,152,152,0.3333333333333333,1/2,1/2,4/4,1,1,1/12,1/8,2/3,,0,72,C5,5,316,,69.08333333333339,0,2,False,False
35,35,457/3,457/3,0.3333333333333333,7/12,7/12,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,317,,69.25000000000006,0,4,False,False
35,35,458/3,458/3,0.3333333333333333,2/3,2/3,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,318,,69.41666666666673,0,4,False,False
35,35,153,153,1.0,3/4,3/4,4/4,2,1,1/4,1/4,1,,6,42,F#2,2,325,,69.5833333333334,0,5,True,False
35,35,153,153,0.3333333333333333,3/4,3/4,4/4,1,1,1/12,1/8,2/3,,2,74,D5,5,319,,69.5833333333334,0,4,False,False
35,35,460/3,460/3,0.3333333333333333,5/6,5/6,4/4,1,1,1/12,1/8,2/3,,0,72,C5,5,320,,69.75000000000007,0,2,False,False
35,35,461/3,461/3,0.3333333333333333,11/12,11/12,4/4,1,1,1/12,1/8,2/3,,0,72,C5,5,321,,69.91666666666674,0,2,False,False
36,36,154,154,1.0,0,0,4/4,2,1,1/4,1/4,1,,4,40,E2,2,331,,70.08333333333341,0,1,True,False
36,36,154,154,0.6666666666666666,0,0,4/4,1,1,1/6,1/4,2/3,,0,72,C5,5,326,,70.08333333333341,0,2,False,False
36,36,464/3,464/3,0.3333333333333333,1/6,1/6,4/4,1,1,1/12,1/8,2/3,,5,71,B4,4,327,,70.41666666666674,0,1,False,False
36,36,155,155,1.0,1/4,1/4,4/4,2,1,1/4,1/4,1,,4,40,E2,2,332,,70.58333333333341,0,1,True,False
36,36,156,156,1.0,1/2,1/2,4/4,2,1,1/4,1/4,1,,4,40,E2,2,333,,71.08333333333341,0,1,True,False
36,36,156,156,0.6666666666666666,1/2,1/2,4/4,1,1,1/6,1/4,2/3,,3,69,A4,4,328,,71.08333333333341,0,0,False,False
